transcript	chr	gene	strand	start	end
NM_001195470.1	chr3	SATB1	-	18347939	18424573
NM_001131010.4	chr3	SATB1	-	18345376	18438736
NM_001131010.2	chr3	SATB1	-	18347939	18438773
NM_015265.4	chr2	SATB2	-	199269504	199471266
NM_015265.3	chr2	SATB2	-	199272149	199471266
NM_001172517.1	chr2	SATB2	-	199269499	199465108
NM_001172509.2	chr2	SATB2	-	199269504	199457939
NM_001172509.1	chr2	SATB2	-	199269499	199458096
NM_001367858.2	chrX	SATL1	-	85092283	85243779
NM_001367857.2	chrX	SATL1	-	85092283	85243779
NM_001012980.2	chrX	SATL1	-	85092285	85108968
NM_021818.4	chr14	SAV1	-	50633579	50668306
NM_021818.3	chr14	SAV1	-	50633635	50668331
NM_153707.4	chr9	SAXO1	-	18927649	19033209
NM_001287050.2	chr9	SAXO1	-	18927649	19033209
NM_001287049.1	chr9	SAXO1	-	18927659	19049354
NM_001348706.2	chr15	SAXO2	+	82262817	82284927
NM_001348705.2	chr15	SAXO2	+	82262817	82264889
NM_001348704.2	chr15	SAXO2	+	82262817	82284927
NM_001348703.2	chr15	SAXO2	+	82262817	82284927
NM_001348702.2	chr15	SAXO2	+	82262817	82284927
NM_001348701.2	chr15	SAXO2	+	82262817	82284927
NM_001348700.2	chr15	SAXO2	+	82262817	82284927
NM_001348699.2	chr15	SAXO2	+	82262817	82284927
NM_001008226.2	chr15	SAXO2	+	82262817	82284927
NM_018322.3	chr6	SAYSD1	-	39104062	39115186
NM_018322.2	chr6	SAYSD1	-	39104063	39115189
NM_001304793.2	chr6	SAYSD1	-	39104062	39115186
NM_016038.4	chr7	SBDS	-	66987679	66995586
NM_016038.3	chr7	SBDS	-	66987676	66995601
NM_016038.2	chr7	SBDS	-	66987676	66995601
NM_002972.4	chr22	SBF1	-	50444999	50475035
NM_002972.3	chr22	SBF1	-	50444999	50475024
NM_002972.2	chr22	SBF1	-	50444999	50475024
NM_001365819.1	chr22	SBF1	-	50444999	50475035
NM_030962.3	chr11	SBF2	-	9778666	10294207
NM_001024401.3	chr16	SBK1	+	28292524	28323849
NM_001024401.2	chr16	SBK1	+	28292518	28323849
NM_001370096.2	chr19	SBK2	-	55528610	55537133
NM_001370096.1	chr19	SBK2	-	55529732	55537089
NM_001101401.2	chr19	SBK2	-	55529732	55537089
NM_001199824.2	chr19	SBK3	-	55540655	55545543
NM_018183.5	chr12	SBNO1	-	123289108	123364847
NM_018183.3	chr12	SBNO1	-	123289108	123364843
NM_001167856.3	chr12	SBNO1	-	123289108	123364847
NM_001167856.1	chr12	SBNO1	-	123289108	123350441
NM_014963.3	chr19	SBNO2	-	1107637	1174268
NM_014963.2	chr19	SBNO2	-	1107635	1174283
NM_001100122.2	chr19	SBNO2	-	1107637	1132221
NM_001100122.1	chr19	SBNO2	-	1107636	1132221
NM_198538.4	chr19	SBSN	-	35523366	35528311
NM_001166035.2	chr19	SBSN	-	35523366	35528311
NM_001166035.1	chr19	SBSN	-	35523366	35528221
NM_001166034.2	chr19	SBSN	-	35523366	35528311
NM_001166034.1	chr19	SBSN	-	35523366	35528310
NM_153225.4	chr8	SBSPON	-	73064542	73093172
NM_153225.3	chr8	SBSPON	-	73064539	73093272
NM_006918.5	chr11	SC5D	+	121292770	121313410
NM_006918.4	chr11	SC5D	+	121292452	121308694
NM_001024956.2	chr11	SC5D	+	121292867	121313410
NM_021228.3	chr19	SCAF1	+	49642208	49658642
NM_021228.2	chr19	SCAF1	+	49642124	49658642
NM_004719.3	chr12	SCAF11	-	45919130	45990574
NM_004719.2	chr12	SCAF11	-	45919130	45990565
NM_020706.2	chr21	SCAF4	-	31670999	31732118
NM_001145445.1	chr21	SCAF4	-	31670999	31732118
NM_001145444.1	chr21	SCAF4	-	31670999	31732118
NM_014892.4	chr6	SCAF8	+	154733377	154834244
NM_001286199.1	chr6	SCAF8	+	154733377	154834244
NM_001286194.1	chr6	SCAF8	+	154733377	154834244
NM_001286189.1	chr6	SCAF8	+	154733377	154834244
NM_001286188.1	chr6	SCAF8	+	154733377	154834244
NM_173690.5	chr9	SCAI	-	124942607	125143528
NM_173690.4	chr9	SCAI	-	124952787	125143496
NM_001144877.3	chr9	SCAI	-	124942607	125143528
NM_001144877.2	chr9	SCAI	-	124942607	125143496
NM_004866.6	chr5	SCAMP1	+	78360616	78480739
NM_004866.5	chr5	SCAMP1	+	78360582	78479071
NM_004866.4	chr5	SCAMP1	+	78360582	78479071
NM_001290229.2	chr5	SCAMP1	+	78360616	78480739
NM_005697.5	chr15	SCAMP2	-	74843729	74873365
NM_005697.3	chr15	SCAMP2	-	74843729	74873365
NM_001320778.2	chr15	SCAMP2	-	74843729	74873365
NM_052837.3	chr1	SCAMP3	-	155255980	155262360
NM_005698.4	chr1	SCAMP3	-	155255980	155262360
NM_005698.3	chr1	SCAMP3	-	155255978	155262259
NM_079834.4	chr19	SCAMP4	+	1905398	1926013
NM_079834.2	chr19	SCAMP4	+	1905213	1926011
NM_001329540.2	chr19	SCAMP4	+	1905398	1926013
NM_001329539.2	chr19	SCAMP4	+	1905398	1926013
NM_138967.4	chr15	SCAMP5	+	74995562	75021495
NM_138967.3	chr15	SCAMP5	+	74995531	75021496
NM_001178112.2	chr15	SCAMP5	+	74995562	75021495
NM_001178111.2	chr15	SCAMP5	+	74995562	75021495
NM_001178111.1	chr15	SCAMP5	+	74995597	75021495
NM_033630.2	chr20	SCAND1	-	35953616	35954626
NM_016558.3	chr20	SCAND1	-	35953616	35955359
NM_012235.4	chr3	SCAP	-	47413680	47475941
NM_012235.3	chr3	SCAP	-	47413712	47476113
NM_012235.2	chr3	SCAP	-	47413712	47476113
NM_001320044.2	chr3	SCAP	-	47413680	47475941
NM_001320044.1	chr3	SCAP	-	47413712	47475955
NM_020843.4	chr15	SCAPER	-	76347903	76905340
NM_020843.2	chr15	SCAPER	-	76348187	76883876
NM_001353012.2	chr15	SCAPER	-	76347903	76905340
NM_001353012.1	chr15	SCAPER	-	76347903	76905335
NM_001353011.2	chr15	SCAPER	-	76347903	76905340
NM_001353010.2	chr15	SCAPER	-	76347903	76905340
NM_001353009.2	chr15	SCAPER	-	76347903	76905340
NM_001145923.1	chr15	SCAPER	-	76348184	76861944
NM_182826.1	chr8	SCARA3	+	27634059	27676769
NM_016240.3	chr8	SCARA3	+	27633901	27673018
NM_016240.2	chr8	SCARA3	+	27634180	27673020
NM_173833.6	chr8	SCARA5	-	27869882	27992673
NM_173833.5	chr8	SCARA5	-	27869881	27992727
NM_005505.5	chr12	SCARB1	-	124776855	124863864
NM_005505.4	chr12	SCARB1	-	124777632	124863847
NM_001367989.1	chr12	SCARB1	-	124776855	124863864
NM_001367988.1	chr12	SCARB1	-	124776855	124863864
NM_001367987.1	chr12	SCARB1	-	124776855	124863864
NM_001367986.1	chr12	SCARB1	-	124776855	124863864
NM_001367985.1	chr12	SCARB1	-	124776855	124863864
NM_001367984.1	chr12	SCARB1	-	124776855	124863864
NM_001367983.1	chr12	SCARB1	-	124776855	124863864
NM_001367982.1	chr12	SCARB1	-	124785702	124839671
NM_001367981.1	chr12	SCARB1	-	124776855	124863864
NM_001082959.2	chr12	SCARB1	-	124776855	124863864
NM_001082959.1	chr12	SCARB1	-	124776855	124863917
NM_005506.4	chr4	SCARB2	-	76158736	76213824
NM_005506.3	chr4	SCARB2	-	76158732	76213918
NM_001204255.2	chr4	SCARB2	-	76158736	76213824
NM_001204255.1	chr4	SCARB2	-	76161285	76213603
NM_145350.3	chr17	SCARF1	-	1633857	1645732
NM_145350.2	chr17	SCARF1	-	1634389	1645744
NM_003693.4	chr17	SCARF1	-	1633857	1645732
NM_003693.3	chr17	SCARF1	-	1633857	1645747
NM_182895.5	chr22	SCARF2	-	20424583	20437825
NM_182895.3	chr22	SCARF2	-	20424814	20437825
NM_153334.7	chr22	SCARF2	-	20424583	20437825
NM_153334.5	chr22	SCARF2	-	20424584	20437859
NM_016002.3	chr1	SCCPDH	+	246724408	246768137
NM_016002.2	chr1	SCCPDH	+	246724046	246768137
NM_005063.5	chr10	SCD	+	100347232	100364826
NM_005063.4	chr10	SCD	+	100347123	100364834
NM_024906.2	chr4	SCD5	-	82659886	82798857
NM_001037582.3	chr4	SCD5	-	82629538	82798796
NM_001037582.2	chr4	SCD5	-	82629538	82798857
NM_144777.3	chr13	SCEL	+	77535705	77645263
NM_144777.2	chr13	SCEL	+	77535759	77644509
NM_003843.4	chr13	SCEL	+	77535705	77645263
NM_003843.3	chr13	SCEL	+	77535758	77645263
NM_001160706.1	chr13	SCEL	+	77535673	77645263
NM_182835.2	chr14	SCFD1	+	30622253	30735828
NM_016106.4	chr14	SCFD1	+	30622318	30735850
NM_016106.3	chr14	SCFD1	+	30622111	30735812
NM_001283033.1	chr14	SCFD1	+	30622253	30735828
NM_001283032.1	chr14	SCFD1	+	30622253	30735828
NM_001283031.1	chr14	SCFD1	+	30622253	30735828
NM_001257376.1	chr14	SCFD1	+	30622318	30735828
NM_152540.4	chr4	SCFD2	-	52872981	53366061
NM_152540.3	chr4	SCFD2	-	52872981	53366075
NM_003469.5	chr2	SCG2	-	223596939	223602361
NM_003469.4	chr2	SCG2	-	223596939	223602503
NM_013243.4	chr15	SCG3	+	51681502	51721026
NM_013243.3	chr15	SCG3	+	51681352	51721031
NM_001165257.1	chr15	SCG3	+	51681352	51721026
NM_003020.4	chr15	SCG5	+	32641612	32697098
NM_003020.3	chr15	SCG5	+	32641675	32697098
NM_001144757.2	chr15	SCG5	+	32641612	32697098
NM_001144757.1	chr15	SCG5	+	32641675	32697098
NM_003357.5	chr11	SCGB1A1	+	62419032	62423195
NM_003357.4	chr11	SCGB1A1	+	62419034	62423195
NM_145651.3	chr11	SCGB1C1	+	193077	194575
NM_145651.2	chr11	SCGB1C1	+	193079	194573
NM_001097610.2	chr17	SCGB1C2	+	137570	138992
NM_006552.2	chr11	SCGB1D1	+	62190215	62193539
NM_006551.4	chr11	SCGB1D2	+	62242238	62244812
NM_006551.3	chr11	SCGB1D2	+	62242209	62244808
NM_206998.2	chr11	SCGB1D4	-	62296280	62299075
NM_206998.1	chr11	SCGB1D4	-	62296276	62299064
NM_002407.3	chr11	SCGB2A1	+	62208672	62213943
NM_002407.2	chr11	SCGB2A1	+	62208667	62213939
NM_002411.4	chr11	SCGB2A2	+	62270157	62273160
NM_002411.3	chr11	SCGB2A2	+	62270154	62273156
NM_001025591.3	chr19	SCGB2B2	-	34590624	34594585
NM_052863.3	chr5	SCGB3A1	-	180590104	180591499
NM_052863.2	chr5	SCGB3A1	-	180590102	180591540
NM_054023.5	chr5	SCGB3A2	+	147878710	147882191
NM_054023.4	chr5	SCGB3A2	+	147878710	147882190
NM_006998.4	chr6	SCGN	+	25652214	25701783
NM_006998.3	chr6	SCGN	+	25652235	25701783
NM_014575.3	chr3	SCHIP1	+	159273246	159897366
NM_001197109.1	chr3	SCHIP1	+	159839860	159897366
NM_001197108.1	chr3	SCHIP1	+	159273246	159897366
NM_001197107.1	chr3	SCHIP1	+	159273246	159897366
NM_207103.3	chr17	SCIMP	-	5208919	5234860
NM_001319190.1	chr17	SCIMP	-	5213011	5234860
NM_001271842.1	chr17	SCIMP	-	5208919	5234860
NM_033128.3	chr7	SCIN	+	12589522	12653603
NM_001112706.3	chr7	SCIN	+	12570719	12660182
NM_001112706.2	chr7	SCIN	+	12570685	12653603
NM_144643.4	chr4	SCLT1	-	128883992	129093539
NM_144643.3	chr4	SCLT1	-	128883992	129093607
NM_144643.2	chr4	SCLT1	-	128883992	129093607
NM_001300898.2	chr4	SCLT1	-	129036593	129093539
NM_001300898.1	chr4	SCLT1	-	129036594	129093377
NM_001300897.2	chr4	SCLT1	-	129039192	129093539
NM_001300897.1	chr4	SCLT1	-	129039192	129093545
NM_016510.7	chr2	SCLY	+	238061000	238099413
NM_016510.6	chr2	SCLY	+	238060888	238099413
NM_016510.5	chr2	SCLY	+	238060888	238099413
NM_012236.4	chr1	SCMH1	-	41027201	41242306
NM_012236.3	chr1	SCMH1	-	41027201	41242116
NM_001350668.1	chr1	SCMH1	-	41027198	41161432
NM_001350667.2	chr1	SCMH1	-	41027201	41242306
NM_001172222.2	chr1	SCMH1	-	41027198	41161432
NM_001172221.1	chr1	SCMH1	-	41027198	41163017
NM_001172220.2	chr1	SCMH1	-	41027201	41242306
NM_001172220.1	chr1	SCMH1	-	41027201	41242116
NM_001172219.2	chr1	SCMH1	-	41027201	41242306
NM_001172219.1	chr1	SCMH1	-	41027201	41242110
NM_001172218.2	chr1	SCMH1	-	41027201	41242306
NM_001031694.2	chr1	SCMH1	-	41027198	41161432
NM_006746.6	chrX	SCML1	+	17737492	17754985
NM_006746.5	chrX	SCML1	+	17737468	17754985
NM_001037540.3	chrX	SCML1	+	17737492	17754985
NM_001037540.2	chrX	SCML1	+	17737468	17754071
NM_001037536.3	chrX	SCML1	+	17737492	17754985
NM_001037536.2	chrX	SCML1	+	17737448	17754988
NM_001037535.2	chrX	SCML1	+	17737448	17754988
NM_006089.3	chrX	SCML2	-	18239312	18354688
NM_006089.2	chrX	SCML2	-	18239313	18354727
NM_198081.5	chr6	SCML4	-	107702153	107824313
NM_198081.4	chr6	SCML4	-	107705199	107824312
NM_001286409.2	chr6	SCML4	-	107702153	107732150
NM_001286409.1	chr6	SCML4	-	107704650	107732395
NM_001286408.2	chr6	SCML4	-	107702153	107824313
NM_001286408.1	chr6	SCML4	-	107704103	107824317
NM_006514.3	chr3	SCN10A	-	38697345	38794010
NM_001293307.2	chr3	SCN10A	-	38697345	38794010
NM_001293306.2	chr3	SCN10A	-	38697345	38794010
NM_014139.2	chr3	SCN11A	-	38845768	38950561
NM_001349253.2	chr3	SCN11A	-	38845763	39051944
NM_006920.6	chr2	SCN1A	-	165984640	166128020
NM_006920.4	chr2	SCN1A	-	165989162	166073639
NM_001353961.2	chr2	SCN1A	-	165984640	166128020
NM_001353961.1	chr2	SCN1A	-	165989159	166128039
NM_001353960.2	chr2	SCN1A	-	165984640	166128020
NM_001353958.2	chr2	SCN1A	-	165984640	166149161
NM_001353957.2	chr2	SCN1A	-	165984640	166128020
NM_001353955.2	chr2	SCN1A	-	165984640	166128020
NM_001353954.2	chr2	SCN1A	-	165984640	166128020
NM_001353952.2	chr2	SCN1A	-	165984640	166128020
NM_001353951.2	chr2	SCN1A	-	165984640	166128020
NM_001353950.2	chr2	SCN1A	-	165984640	166149161
NM_001353949.2	chr2	SCN1A	-	165984640	166149161
NM_001353948.2	chr2	SCN1A	-	165984640	166128020
NM_001202435.3	chr2	SCN1A	-	165984640	166149161
NM_001202435.1	chr2	SCN1A	-	165989162	166073621
NM_001165964.3	chr2	SCN1A	-	165984640	166128020
NM_001165963.3	chr2	SCN1A	-	165984640	166128020
NM_199037.5	chr19	SCN1B	+	35030469	35037720
NM_199037.3	chr19	SCN1B	+	35030820	35034270
NM_001321605.2	chr19	SCN1B	+	35031270	35040449
NM_001037.5	chr19	SCN1B	+	35030469	35040449
NM_001037.4	chr19	SCN1B	+	35030683	35040448
NM_021007.3	chr2	SCN2A	+	165294054	165392304
NM_021007.2	chr2	SCN2A	+	165294030	165392053
NM_001371247.1	chr2	SCN2A	+	165241059	165392304
NM_001371246.1	chr2	SCN2A	+	165239413	165392304
NM_001040143.2	chr2	SCN2A	+	165239413	165392304
NM_001040143.1	chr2	SCN2A	+	165295772	165390029
NM_001040142.2	chr2	SCN2A	+	165239413	165392304
NM_001040142.1	chr2	SCN2A	+	165239401	165392308
NM_004588.5	chr11	SCN2B	-	118162805	118176639
NM_004588.4	chr11	SCN2B	-	118161950	118176673
NM_006922.4	chr2	SCN3A	-	165087525	165204050
NM_006922.3	chr2	SCN3A	-	165087529	165204043
NM_001081677.2	chr2	SCN3A	-	165087525	165204050
NM_001081677.1	chr2	SCN3A	-	165089717	165203886
NM_001081676.2	chr2	SCN3A	-	165087525	165204050
NM_018400.3	chr11	SCN3B	-	123629186	123654607
NM_001040151.1	chr11	SCN3B	-	123629186	123654607
NM_000334.4	chr17	SCN4A	-	63938553	63972918
NM_174934.3	chr11	SCN4B	-	118133376	118152915
NM_001142349.2	chr11	SCN4B	-	118133376	118145433
NM_001142348.2	chr11	SCN4B	-	118133376	118152823
NM_198056.2	chr3	SCN5A	-	38548061	38649672
NM_001354701.2	chr3	SCN5A	-	38548061	38649687
NM_001160161.1	chr3	SCN5A	-	38548061	38649673
NM_001160160.2	chr3	SCN5A	-	38548061	38649687
NM_001160160.1	chr3	SCN5A	-	38549127	38633332
NM_001099405.1	chr3	SCN5A	-	38548061	38649672
NM_001099404.1	chr3	SCN5A	-	38548061	38649672
NM_000335.4	chr3	SCN5A	-	38548061	38649672
NM_002976.3	chr2	SCN7A	-	166403572	166486971
NM_014191.4	chr12	SCN8A	+	51591232	51812864
NM_014191.3	chr12	SCN8A	+	51591235	51812864
NM_001369788.1	chr12	SCN8A	+	51591232	51812864
NM_001330260.2	chr12	SCN8A	+	51591232	51812864
NM_001330260.1	chr12	SCN8A	+	51591219	51807859
NM_001177984.2	chr12	SCN8A	+	51591235	51812864
NM_002977.3	chr2	SCN9A	-	166195184	166375987
NM_001365536.1	chr2	SCN9A	-	166195184	166375944
NM_024041.4	chr1	SCNM1	+	151166143	151170296
NM_024041.3	chr1	SCNM1	+	151166041	151170297
NM_001204856.2	chr1	SCNM1	+	151166143	151170296
NM_001204848.1	chr1	SCNM1	+	151156663	151169133
NM_001159576.2	chr12	SCNN1A	-	6346846	6375450
NM_001159576.1	chr12	SCNN1A	-	6346842	6375224
NM_001159575.1	chr12	SCNN1A	-	6346842	6377357
NM_001038.6	chr12	SCNN1A	-	6346846	6375563
NM_001038.5	chr12	SCNN1A	-	6346846	6375549
NM_000336.3	chr16	SCNN1B	+	23302301	23381294
NM_000336.2	chr16	SCNN1B	+	23302269	23381299
NM_001130413.4	chr1	SCNN1D	+	1280435	1292025
NM_001130413.3	chr1	SCNN1D	+	1280435	1292019
NM_001039.4	chr16	SCNN1G	+	23182744	23216883
NM_001039.3	chr16	SCNN1G	+	23182714	23216883
NM_004589.4	chr17	SCO1	-	10672473	10697533
NM_004589.3	chr17	SCO1	-	10672473	10697568
NM_005138.2	chr22	SCO2	-	50523567	50525605
NM_001169111.1	chr22	SCO2	-	50523567	50525604
NM_001169110.1	chr22	SCO2	-	50523567	50526145
NM_001169109.1	chr22	SCO2	-	50523567	50526439
NM_032547.3	chr4	SCOC	+	140257307	140385728
NM_032547.2	chr4	SCOC	+	140257285	140382556
NM_001153690.1	chr4	SCOC	+	140343460	140382556
NM_001153663.1	chr4	SCOC	+	140373509	140382556
NM_001153635.1	chr4	SCOC	+	140343442	140382556
NM_001153585.1	chr4	SCOC	+	140343460	140382556
NM_001153552.1	chr4	SCOC	+	140373509	140382556
NM_001153484.1	chr4	SCOC	+	140373509	140382556
NM_001153446.1	chr4	SCOC	+	140343442	140382556
NM_002979.5	chr1	SCP2	+	52927275	53051698
NM_002979.4	chr1	SCP2	+	52927228	53051703
NM_001330587.1	chr1	SCP2	+	52927228	52994232
NM_001193617.2	chr1	SCP2	+	52927275	53051698
NM_001193617.1	chr1	SCP2	+	52927285	53050903
NM_001193600.2	chr1	SCP2	+	52927275	53051698
NM_001193600.1	chr1	SCP2	+	52927285	53050970
NM_001193599.2	chr1	SCP2	+	52927275	53051698
NM_001193599.1	chr1	SCP2	+	52927285	53051260
NM_001007250.2	chr1	SCP2	+	53014937	53051617
NM_001007100.3	chr1	SCP2	+	53014936	53051698
NM_001007100.2	chr1	SCP2	+	53014927	53051126
NM_001007099.3	chr1	SCP2	+	53014936	53051698
NM_001007099.2	chr1	SCP2	+	53014967	53051113
NM_001007098.2	chr1	SCP2	+	52927228	52994232
NM_178483.3	chr20	SCP2D1	+	18813782	18814378
NM_178483.2	chr20	SCP2D1	+	18813725	18814392
NM_021626.3	chr17	SCPEP1	+	56978130	57006768
NM_021626.2	chr17	SCPEP1	+	56978104	57006763
NM_007281.4	chr4	SCRG1	-	173384700	173399116
NM_007281.2	chr4	SCRG1	-	173384700	173399536
NM_001329597.2	chr4	SCRG1	-	173384700	173519144
NM_182706.5	chr8	SCRIB	-	143790924	143815773
NM_182706.4	chr8	SCRIB	-	143790919	143815379
NM_015356.5	chr8	SCRIB	-	143790924	143815773
NM_015356.4	chr8	SCRIB	-	143790919	143815379
NM_014766.5	chr7	SCRN1	-	29920108	29989801
NM_014766.4	chr7	SCRN1	-	29920102	29989798
NM_001145515.2	chr7	SCRN1	-	29920108	29989801
NM_001145515.1	chr7	SCRN1	-	29923561	29989712
NM_001145514.1	chr7	SCRN1	-	29920102	29990289
NM_001145513.1	chr7	SCRN1	-	29920102	29990118
NM_138355.4	chr17	SCRN2	-	47837691	47841273
NM_138355.3	chr17	SCRN2	-	47837699	47841333
NM_001145023.2	chr17	SCRN2	-	47837691	47841273
NM_001145023.1	chr17	SCRN2	-	47837691	47841289
NM_024583.5	chr2	SCRN3	+	174395729	174429575
NM_024583.4	chr2	SCRN3	+	174395744	174429575
NM_001193528.1	chr2	SCRN3	+	174395728	174429575
NM_031309.6	chr8	SCRT1	-	144330564	144336482
NM_031309.5	chr8	SCRT1	-	144330564	144336281
NM_033129.4	chr20	SCRT2	-	661595	675802
NM_033129.3	chr20	SCRT2	-	661595	676179
NM_021920.4	chr11	SCT	-	626308	627181
NM_021920.3	chr11	SCT	-	626430	627143
NM_002980.2	chr2	SCTR	-	119439842	119524452
NM_173050.5	chr22	SCUBE1	-	43197279	43343372
NM_173050.3	chr22	SCUBE1	-	43197282	43343388
NM_020974.3	chr11	SCUBE2	-	9019499	9091599
NM_020974.2	chr11	SCUBE2	-	9020883	9091599
NM_001367977.2	chr11	SCUBE2	-	9019475	9091599
NM_001367977.1	chr11	SCUBE2	-	9019497	9091546
NM_001330199.2	chr11	SCUBE2	-	9019499	9091599
NM_001170690.2	chr11	SCUBE2	-	9019499	9091599
NM_001170690.1	chr11	SCUBE2	-	9020574	9091546
NM_152753.4	chr6	SCUBE3	+	35213955	35253079
NM_152753.3	chr6	SCUBE3	+	35214418	35253079
NM_001303136.2	chr6	SCUBE3	+	35213955	35253079
NM_001080514.3	chr8	SCX	+	144266452	144268481
NM_001080514.2	chr8	SCX	+	144266559	144268481
NM_020680.4	chr11	SCYL1	+	65525082	65538704
NM_020680.3	chr11	SCYL1	+	65525076	65538704
NM_001048218.2	chr11	SCYL1	+	65525082	65538704
NM_001048218.1	chr11	SCYL1	+	65525084	65538704
NM_017988.6	chr12	SCYL2	+	100267176	100341715
NM_017988.5	chr12	SCYL2	+	100267383	100341724
NM_017988.4	chr12	SCYL2	+	100267383	100341724
NM_001330256.1	chr12	SCYL2	+	100267139	100341724
NM_001330254.1	chr12	SCYL2	+	100267139	100341724
NM_001330253.1	chr12	SCYL2	+	100267383	100341724
NM_001317784.1	chr12	SCYL2	+	100267139	100341724
NM_181093.3	chr1	SCYL3	-	169853073	169893959
NM_020423.7	chr1	SCYL3	-	169849630	169893896
NM_020423.6	chr1	SCYL3	-	169849630	169893952
NM_018115.4	chr4	SDAD1	-	75949914	75990945
NM_018115.3	chr4	SDAD1	-	75949915	75990960
NM_001288984.1	chr4	SDAD1	-	75949905	75990962
NM_001288983.1	chr4	SDAD1	-	75949905	75990962
NM_002997.5	chr2	SDC1	-	20200796	20225130
NM_002997.4	chr2	SDC1	-	20200796	20225112
NM_001006946.1	chr2	SDC1	-	20200796	20225433
NM_002998.4	chr8	SDC2	+	96493812	96611790
NM_002998.3	chr8	SDC2	+	96493350	96611780
NM_014654.4	chr1	SDC3	-	30869465	30908758
NM_014654.3	chr1	SDC3	-	30873134	30908761
NM_002999.4	chr20	SDC4	-	45325287	45348424
NM_005625.4	chr8	SDCBP	+	58553260	58582858
NM_005625.3	chr8	SDCBP	+	58553168	58582860
NM_001348341.1	chr8	SDCBP	+	58552923	58582860
NM_001348340.1	chr8	SDCBP	+	58552923	58582860
NM_001348339.1	chr8	SDCBP	+	58552923	58582860
NM_001330537.1	chr8	SDCBP	+	58552923	58582860
NM_001007070.1	chr8	SDCBP	+	58553168	58582860
NM_001007069.1	chr8	SDCBP	+	58553168	58582860
NM_001007068.1	chr8	SDCBP	+	58553168	58582860
NM_001007067.1	chr8	SDCBP	+	58553168	58582860
NM_080489.5	chr20	SDCBP2	-	1309908	1329139
NM_080489.4	chr20	SDCBP2	-	1309974	1329239
NM_015685.5	chr20	SDCBP2	-	1309908	1313673
NM_001199784.1	chr20	SDCBP2	-	1309908	1325869
NM_006643.3	chr9	SDCCAG3	-	136401924	136410609
NM_001039708.1	chr9	SDCCAG3	-	136401950	136410600
NM_001039707.1	chr9	SDCCAG3	-	136401921	136410527
NM_006642.5	chr1	SDCCAG8	+	243256040	243500091
NM_006642.3	chr1	SDCCAG8	+	243256055	243500092
NM_001350251.1	chr1	SDCCAG8	+	243256004	243500092
NM_001350249.1	chr1	SDCCAG8	+	243256004	243500092
NM_001350248.1	chr1	SDCCAG8	+	243256004	243500092
NM_001350247.1	chr1	SDCCAG8	+	243256004	243500092
NM_001350246.1	chr1	SDCCAG8	+	243256004	243500092
NM_152608.4	chr1	SDE2	-	225982701	225999343
NM_152608.3	chr1	SDE2	-	225982701	225999331
NM_006923.4	chr17	SDF2	-	28648345	28661906
NM_006923.3	chr17	SDF2	-	28648355	28662175
NM_022044.3	chr22	SDF2L1	+	21642301	21644299
NM_022044.2	chr22	SDF2L1	+	21642260	21644298
NM_016547.2	chr1	SDF4	-	1216907	1232067
NM_016176.4	chr1	SDF4	-	1216930	1232001
NM_016176.3	chr1	SDF4	-	1216907	1232001
NM_004168.4	chr5	SDHA	+	218319	257082
NM_004168.3	chr5	SDHA	+	218240	256700
NM_004168.2	chr5	SDHA	+	218240	256700
NM_001330758.1	chr5	SDHA	+	218222	257082
NM_001294332.1	chr5	SDHA	+	218222	257082
NM_001042631.2	chr19	SDHAF1	+	35995187	35996318
NM_017841.2	chr11	SDHAF2	+	61430124	61446767
NM_020186.3	chr7	SDHAF3	+	97117697	97181763
NM_020186.2	chr7	SDHAF3	+	97116589	97181763
NM_145267.3	chr6	SDHAF4	+	70566929	70589569
NM_145267.2	chr6	SDHAF4	+	70566916	70589569
NM_003000.3	chr1	SDHB	-	17018721	17054032
NM_003000.2	chr1	SDHB	-	17018721	17054170
NM_003001.3	chr1	SDHC	+	161314375	161364751
NM_001278172.2	chr1	SDHC	+	161314380	161375340
NM_001278172.1	chr1	SDHC	+	161314387	161362540
NM_001035513.2	chr1	SDHC	+	161314380	161375340
NM_001035513.1	chr1	SDHC	+	161314387	161362433
NM_001035512.2	chr1	SDHC	+	161314380	161375340
NM_001035512.1	chr1	SDHC	+	161314381	161362461
NM_001035511.2	chr1	SDHC	+	161314380	161375340
NM_001035511.1	chr1	SDHC	+	161314380	161363189
NM_003002.4	chr11	SDHD	+	112086872	112095794
NM_003002.3	chr11	SDHD	+	112086772	112095794
NM_001276506.2	chr11	SDHD	+	112086872	112095794
NM_001276506.1	chr11	SDHD	+	112086898	112095212
NM_001276504.2	chr11	SDHD	+	112086872	112095794
NM_001276504.1	chr11	SDHD	+	112086898	112095388
NM_001276503.2	chr11	SDHD	+	112086872	112095794
NM_001276503.1	chr11	SDHD	+	112086872	112095505
NM_152744.4	chr7	SDK1	+	3301251	4269000
NM_152744.3	chr7	SDK1	+	3301447	4269000
NM_001079653.2	chr7	SDK1	+	4129684	4269000
NM_001144952.2	chr17	SDK2	-	73334383	73644445
NM_001144952.1	chr17	SDK2	-	73334383	73644089
NM_138969.3	chr8	SDR16C5	-	56299647	56320776
NM_138969.2	chr8	SDR16C5	-	56301207	56320682
NM_001318050.1	chr8	SDR16C5	-	56299647	56320776
NM_001318049.1	chr8	SDR16C5	-	56299647	56320776
